#Name,x-pos,y-pos,z-pos,dist,bright,temp
Gl-297.2A,-38.0861,-53.5267,-12.3084,66.8368,2.5351,6434.5926
Gl-621,49.3930,1.3207,-22.2273,54.1800,0.1047,4840.8754
Gl-741,56.2524,22.8429,9.3180,61.4244,0.0004,3705.4360
Gl-838.5,36.6799,32.8909,51.6384,71.3705,4.9204,7044.1309
Gl-352A,-10.8182,-24.7408,-13.5871,30.2283,0.0035,3748.9340
Gl-894.2A,13.4871,24.0380,57.7091,63.9536,2.8840,5311.0037
Gl-894.2B,13.4846,24.0427,57.7077,63.9536,0.3020,4969.7612
NN-4281,13.9058,15.5258,28.7263,35.4911,0.0000,3011.9040
Gl-469.2A,19.0090,-40.7974,-52.0496,68.8108,1.0568,6046.9729
Gl-724,54.4742,19.6508,3.8225,58.0362,0.0154,3793.5065
Gl-821,23.0564,16.9131,21.1535,35.5685,0.0047,3793.5065
NN-3677AB,5.4158,-44.1174,-45.9825,63.9536,2.3768,6299.5513
NN-3016,0.2634,18.1719,61.5796,64.2054,0.0002,6046.9729
GJ-2135,61.9878,20.3178,0.0258,65.2327,0.0002,6775.5018
Gl-326A,-22.3254,-38.6951,-16.0711,47.4765,0.0018,3635.2204
Gl-256,-48.6695,-49.1863,5.2772,69.3965,0.0863,4388.7408
Gl-907.1AB,7.2904,24.8252,69.4660,74.1280,0.0511,4194.2733
Gl-57.1A,-18.0195,9.5657,71.2654,74.1280,0.3251,4996.4158
Gl-57.1B,-18.0172,9.5805,71.2640,74.1280,0.0316,3983.4078
NN-3189,-38.2221,-9.2393,60.8865,72.4807,0.0038,3477.4388
Gl-56.1,-16.4595,10.2690,69.6694,72.3200,0.0085,3839.1950
GJ-1020,-7.3366,14.3674,63.2064,65.2327,1.2359,5928.6628
Gl-117,-13.9368,-2.9784,23.0382,27.0900,0.2333,5078.2300
NN-3900,34.4464,-6.2809,-25.7922,43.4884,0.0014,3763.6701
NN-3145,-30.6965,-0.4726,67.4720,74.1280,0.0029,3793.5065
Gl-628,12.1850,0.7169,-5.3551,13.3291,0.0014,3677.0146
Gl-302,-23.2610,-32.6690,-9.1304,41.1303,0.5649,5404.2676
GJ-2033,-21.0931,-10.5600,19.7577,30.7701,0.0035,3719.8185
Gl-773A,56.5767,31.1258,23.7737,68.8108,0.0738,4068.5209
Gl-555,13.9180,-5.5053,-14.0278,20.5134,0.0010,3594.3995
Gl-830,29.8176,24.8885,33.4884,51.2835,0.0492,4157.5219
Gl-369,-11.7904,-30.7467,-19.8747,38.4627,0.0117,3823.8388
Gl-553.1,25.0425,-10.2918,-25.9318,37.4900,0.0020,3691.1685
NN-3700,10.5916,-41.6130,-49.1068,65.2327,0.0041,3854.6801
Gl-398.1,-10.7458,-54.1876,-44.4495,70.9051,2.3768,6299.5513
Gl-17.3,-2.2141,17.1884,59.0496,61.5403,0.8710,5742.1289
Gl-540.2,23.3024,-12.1679,-27.3371,37.9260,0.0003,3748.9340
Gl-386,-8.1226,-28.3378,-21.2875,36.3616,0.0044,3839.1950
NN-4254,26.3666,27.3842,42.7694,57.2216,0.0233,3870.2956
Gl-105.4A,-23.2913,-2.9384,41.3458,47.5457,1.3932,6674.1615
Wo-9390A,13.9589,-45.8601,-56.5417,74.1280,0.8472,5742.1289
NN-3999A,64.5143,12.6528,-17.1787,67.9507,0.0028,3808.6099
Gl-444A,7.5811,-47.8688,-53.8940,72.4807,0.1057,4471.9379
NN-4000B,64.5109,12.6578,-17.1877,67.9507,0.0026,3808.6099
NN-3746,22.4861,-37.3944,-53.9620,69.3965,0.7047,5601.6978
Gl-143.1,-36.2947,-11.8770,45.3697,59.3024,0.0294,3917.9429
Gl-717,63.2144,23.6957,1.6038,67.5286,0.0373,4157.5219
GJ-1062,-31.8349,-11.1988,37.3446,50.3338,0.0013,3567.7091
NN-3622,-1.7401,-10.9500,-9.7408,14.7585,0.0000,3069.0277
NN-3688,7.7819,-48.3505,-55.6474,74.1280,0.0031,3854.6801
GJ-1240,49.3188,25.4615,13.9171,57.2216,0.2512,4943.4059
Gl-355,-23.6729,-49.8356,-29.8374,62.7237,0.2399,4943.4059
GJ-2139,56.9508,23.0645,3.4411,61.5403,0.0010,8571.3219
Gl-571.1,46.7295,-11.1433,-41.0814,63.2100,0.0530,3950.3928
Gl-173,-25.2923,-13.2315,19.7280,34.6982,0.0070,3793.5065
NN-4133,45.3861,27.5764,20.7631,57.0216,0.0000,4648.7071
Gl-78,-13.6174,3.1886,35.2531,37.9260,0.0022,3793.5065
Gl-894.5,9.5569,22.3844,48.9126,54.6337,0.1854,5023.3752
NN-3727A,9.8637,-22.2015,-30.8875,39.2968,0.0052,3778.5271
GJ-1191,51.3702,-7.0402,-39.5833,65.2327,0.2228,4866.0844
Gl-37,-7.8949,12.7314,50.6065,52.7772,2.2080,6388.8889
Gl-263,-38.2991,-36.6416,1.8031,53.0347,0.0070,3763.6701
Gl-723,45.6661,18.7845,1.9890,49.4187,0.0051,3719.8185
Gl-454,6.0216,-25.8551,-32.1696,41.7089,0.8551,5372.7941
Gl-764.1A,52.7492,28.7554,15.8220,62.1264,0.1169,4718.8561
Gl-811.1,38.5764,29.9588,31.1540,57.9331,0.0071,3778.5271
GJ-1198,60.6239,1.6518,-34.0359,69.5444,0.0005,3515.5408
NN-3072,-13.0174,14.3353,63.6852,66.5639,0.0350,4034.0241
NN-3894,36.4853,-6.3816,-30.4755,47.9652,0.0004,3567.7091
Gl-390,-8.5748,-30.7737,-25.4134,40.8214,0.0117,3808.6099
NN-4155,52.3717,38.3494,35.7980,74.1280,0.0075,3778.5271
GJ-1008,-2.9618,22.6399,67.1282,70.9051,0.0437,4068.5209
Gl-831A,14.5275,13.6556,16.6383,25.9684,0.0008,3554.5173
Gl-150,-20.8076,-6.8015,22.6688,31.5134,3.1623,4943.4059
NN-4282,19.2572,27.0824,44.1791,55.2819,0.0027,3691.1685
Gl-545,22.1793,-9.7302,-26.3674,35.8028,0.0007,3662.9729
NN-4052,63.4536,24.1266,-2.9734,67.9507,0.6427,5601.6978
Gl-144,-6.8644,-1.9495,7.9366,10.6729,0.2992,5050.6447
NN-3175,-37.4281,-2.3157,62.0261,72.4807,2.3121,6299.5513
NN-3632,-7.0626,-46.4235,-45.2800,65.2327,0.0014,3607.9005
Gl-586B,41.7747,-3.9632,-32.0094,52.7772,0.2128,4943.4059
Gl-586A,41.7658,-3.9639,-32.0210,52.7772,0.3908,5250.7064
NN-3814,36.3177,-23.2031,-52.5351,67.9507,0.0008,8086.4136
Gl-346,-27.1242,-51.5654,-32.1877,66.5639,0.0225,3901.9253
Wo-9163AB,-48.0918,-23.4355,35.0431,63.9536,0.0137,3823.8388
NN-3256,-33.4574,-11.6668,33.3817,48.6811,0.0063,3748.9340
Gl-586C,53.5774,-4.9000,-41.5060,67.9507,0.0003,3344.7435
NN-3449A,-49.5150,-50.3946,-6.0143,70.9051,1.9588,6212.8660
GJ-1051,-30.3055,-1.9358,48.1451,56.9220,0.0046,3854.6801
Gl-334,-21.0881,-33.9930,-18.5060,44.0761,0.0249,3917.9429
Gl-852B,13.2653,17.1639,25.1965,33.2480,0.0002,3276.6743
Gl-852A,13.2653,17.1639,25.1965,33.2480,0.0004,3515.5408
NN-3306,-23.3762,-11.0010,17.1935,31.0336,0.0003,7276.3785
NN-3024,-3.2365,23.7990,65.7422,69.9921,0.0041,3691.1685
Gl-514.1,21.9741,-19.1485,-38.6300,48.3922,0.0004,3581.0028
NN-3113,-20.7724,7.2711,52.8200,57.2216,0.0017,3677.0146
Gl-553,31.7716,-11.3317,-36.0136,49.3439,0.0347,3950.3928
Gl-515,24.0240,-20.8406,-42.3329,52.9486,0.0045,9225.6595
GJ-1212,47.9764,11.5645,-15.3745,51.6899,0.0033,3635.2204
Gl-644C,19.4094,3.7822,-7.6238,21.1932,0.0000,3179.7590
Gl-616,43.6034,3.5845,-24.4151,50.1019,1.3062,5778.4237
Gl-517,29.2965,-23.7879,-50.1011,62.7237,0.0608,4289.1989
Gl-644A,19.3997,3.7925,-7.6433,21.1932,0.0049,3691.1685
Gl-643,17.3660,3.3964,-6.8484,18.9740,0.0006,3528.4343
Gl-606,28.0947,0.9703,-17.7533,33.2480,0.0057,3778.5271
Gl-700.1A,52.1740,19.0520,-6.6940,55.9457,2.5823,6988.5648
Gl-16.1,-3.6016,22.0298,59.4001,63.4559,0.8710,5670.9835
Gl-54.2A,-14.9702,12.6496,53.9749,57.4231,2.8054,6624.7125
Gl-54.2B,-14.9705,12.6648,53.9713,57.4231,0.1959,5341.7087
GJ-2030A,-37.9295,-7.9264,44.8921,59.3024,0.9638,5567.7287
Gl-581,15.7376,-1.6281,-13.2801,20.6563,0.0021,3649.0419
NN-4355,4.6797,22.1709,46.5498,51.7720,0.0016,8321.0918
Gl-754.1A,28.3403,15.9418,5.7016,33.0125,0.0019,9433.5802
Gl-754.1B,28.3409,15.9427,5.6961,33.0125,0.0013,3607.9005
NN-3357,-33.1182,-20.0874,14.2919,41.2865,0.0010,3607.9005
Gl-166C,-11.6095,-4.3961,9.6916,15.7491,0.0007,3554.5173
Gl-166B,-11.6095,-4.3961,9.6916,15.7491,0.0055,9765.8035
Gl-166A,-11.6080,-4.3907,9.6958,15.7491,0.3436,5221.1002
Gl-848.4,25.2219,32.7023,44.2289,60.5127,0.7244,5436.1366
Gl-541.1,34.2607,-14.4158,-43.5052,57.2216,0.6918,5501.0930
GJ-1140,-4.5795,-26.9454,-28.0376,39.1553,0.0003,7337.0793
GJ-1002,-0.2562,5.8082,14.1818,15.3272,0.0001,3190.2349
Gl-452A,3.6115,-23.7497,-31.5809,39.6792,0.0023,3734.3173
Gl-347B,-23.2072,-41.0851,-27.3552,54.5424,0.0002,3310.3479
Gl-347A,-23.2158,-41.0856,-27.3472,54.5424,0.0036,3748.9340
Gl-543,36.2150,-14.7914,-45.8743,60.2890,0.0013,3594.3995
Wo-9258,-45.9873,-53.0129,-18.1180,72.4807,0.2884,4996.4158
Gl-875,12.2597,23.2935,37.5703,45.8739,0.0198,3823.8388
Wo-9472,36.4504,-16.1290,-48.4302,62.7237,0.0278,3901.9253
Gl-399,-6.9316,-25.8829,-25.3040,36.8546,0.0034,3748.9340
NN-4202,28.8286,30.8802,34.2110,54.3606,0.0006,3677.0146
Gl-828.2,33.5195,34.6672,37.1150,60.8514,0.0110,3719.8185
Gl-156,-33.2420,-9.8514,31.3281,46.7283,0.0441,4017.0035
Wo-9273,-41.8624,-53.7359,-24.7681,72.4807,0.8551,5742.1289
GJ-1094,-39.3174,-33.2993,0.5397,51.5266,0.0964,4558.5202
GJ-1276,6.6194,13.3443,21.6278,26.2611,0.0000,3276.6743
NN-3218,-33.5145,-5.9495,39.0092,51.7720,0.0062,3793.5065
GJ-1012,-4.6353,15.0544,40.6602,43.6047,0.0021,3823.8388
NN-4294,16.8969,31.5033,49.1034,60.7381,0.0001,3356.3732
Gl-231.3,-38.7853,-27.4121,8.4996,48.2490,0.0011,3515.5408
Gl-862.1,24.0823,38.8592,56.2447,72.4807,1.5996,6128.7113
Gl-316,-36.0809,-46.3139,-22.0786,62.7237,0.0353,3966.8287
Gl-261,-31.6932,-26.4559,0.4471,41.2865,0.0001,5050.6447
NN-4291,19.1197,34.9908,53.2995,66.5639,0.2051,4815.9409
Gl-816,25.2981,23.4792,21.4141,40.6181,0.0044,3808.6099
NN-3937,45.3157,3.6723,-29.1386,54.0006,0.0001,3287.8201
Gl-912,0.6396,19.8378,42.9012,47.2700,0.0066,3823.8388
GJ-1065,-22.1382,-5.9171,21.0155,31.0928,0.0006,3515.5408
Gl-344A,-26.6500,-44.6082,-30.7915,60.4006,1.4322,5778.4237
NN-3987,59.1183,14.8985,-23.2027,65.2327,0.0160,3793.5065
Gl-696,53.6460,19.9804,-10.7329,58.2435,0.0238,3901.9253
NN-3502B,-40.0261,-48.5510,-21.7133,66.5639,0.0041,3839.1950
NN-3501A,-40.0422,-48.5456,-21.6958,66.5639,0.0119,3934.0981
Wo-9473,40.7044,-16.6581,-54.4478,69.9921,10.3753,6299.5513
Gl-221,-52.6123,-32.4343,17.3865,64.2054,0.0445,4068.5209
Gl-668.1,35.1076,10.4909,-11.3939,38.3722,0.3565,5134.3712
NN-4217,32.3239,38.4446,43.6800,66.5639,0.0014,3581.0028
GJ-1013,-6.5688,18.5256,49.1651,52.9486,0.0018,3594.3995
NN-4216,24.0193,28.6318,32.3341,49.4187,0.0015,3594.3995
Gl-340.3,-34.5409,-54.5501,-36.4168,74.1280,0.1038,4388.7408
Gl-183,-23.7418,-11.1070,13.4563,29.4637,0.2312,4603.1486
Gl-121.2,-40.8209,-3.2892,52.3026,66.4284,0.2089,5706.3189
Wo-9491,47.0636,-11.2537,-52.8867,71.6843,14.8594,6988.5648
NN-3758,17.4053,-23.1775,-44.9314,53.4694,0.0022,3705.4360
GJ-2045,-34.4485,-19.8233,12.8228,41.7623,0.0001,3321.7317
Gl-327,-20.1148,-26.8965,-15.0722,36.8130,0.4406,5706.3189
Wo-9299,-32.0321,-52.9051,-37.7949,72.4807,0.0545,4103.6395
Gl-141,-32.7292,-5.2579,36.1494,49.0471,0.1419,4388.7408
GJ-1142A,-6.3904,-42.2031,-49.3291,65.2327,0.0033,3763.6701
NN-3366,-43.1949,-25.1701,14.9686,52.1861,0.0003,3415.7979
Gl-250B,-23.6953,-18.2838,1.1319,29.9507,0.0067,3793.5065
Gl-250A,-23.7001,-18.2778,1.1280,29.9507,0.1690,4625.8097
GJ-1142B,-6.4552,-42.1558,-49.3612,65.2327,0.0041,9541.5003
Gl-544A,36.3381,-13.4631,-48.4077,62.0082,0.2938,5162.9390
Gl-660.1,59.5717,17.5288,-21.6372,65.7587,0.0079,3854.6801
Wo-9175,-53.6176,-25.3872,28.0620,65.6264,42.8549,8747.6063
Gl-654,28.0708,7.7249,-11.0823,31.1522,0.0074,3886.0435
Gl-423.1,-4.5105,-46.7111,-57.3820,74.1280,0.5445,5501.0930
Gl-653,33.1228,9.1166,-13.1114,36.7715,0.0895,4388.7408
Gl-64,-14.7589,7.9850,36.3862,40.0692,0.0012,7158.2024
NN-3180,-30.8025,0.5344,43.7024,53.4694,0.0001,3793.5065
Gl-812A,32.1961,30.7120,25.6608,51.3643,0.0037,3778.5271
Gl-812B,32.1972,30.7142,25.6568,51.3643,0.0000,4388.7408
Gl-583,45.1122,-2.0000,-40.1139,60.4006,0.0488,4068.5209
Gl-849,11.2328,16.5767,20.2954,28.5108,0.0047,3778.5271
Gl-524.1,34.4661,-22.2409,-60.1490,72.8043,0.0265,4051.1958
Gl-189.2,-58.4000,-27.0281,29.7734,70.9051,4.4463,6674.1615
GJ-1025,-13.2521,16.3567,50.1189,54.3606,0.0011,3477.4388
Wo-9721B,43.0747,44.2541,39.1696,73.1308,0.0019,3607.9005
Wo-9721A,43.0747,44.2541,39.1696,73.1308,0.0731,4450.8295
GJ-1069,-54.4685,-16.8636,42.1465,70.9051,0.0724,4269.8553
NN-4005,55.7344,18.7635,-18.1331,61.5403,0.0041,3778.5271
GJ-1207,27.7985,7.3976,-12.1886,31.2417,0.0010,3649.0419
GJ-1162,15.3224,-30.1718,-55.0122,64.5868,0.0013,3649.0419
Gl-629.2A,55.5538,11.4798,-29.8016,64.0792,0.0479,5468.4090
Gl-521.1,20.4917,-14.1558,-37.6893,45.1750,0.0244,3950.3928
Gl-223.2,-17.6398,-10.2615,5.2424,21.0700,0.0001,4625.8097
GJ-1085,-46.3449,-26.0873,15.0896,55.2819,1.0280,5815.2137
NN-3957,63.7874,12.7042,-35.5631,74.1280,0.0661,4212.9051
Gl-886,11.0355,29.9747,45.5816,55.6593,0.2630,4866.0844
Gl-306,-37.9441,-41.4012,-19.0518,59.3024,1.9231,6576.0503
Gl-382,-8.7837,-19.2671,-18.2419,27.9489,0.0125,3823.8388
Gl-699.2,63.0429,27.7168,-11.6326,69.8423,6.9183,6988.5648
Gl-372,-12.6573,-23.3235,-20.0873,33.2820,0.0055,3763.6701
Gl-205,-15.9185,-8.0766,6.3019,18.9300,0.0192,3839.1950
Gl-726,40.0801,22.4399,0.6214,45.9385,0.0515,4139.3975
Gl-282B,-32.3278,-28.8727,-6.9519,43.8982,0.0421,4068.5209
Gl-282A,-32.3352,-28.8667,-6.9426,43.8982,0.2089,4840.8754
Gl-23A,-8.3524,19.7908,48.5840,53.1211,1.3428,6087.5470
NN-3747,16.4329,-27.5034,-53.9239,62.7237,0.0029,3734.3173
Gl-204,-38.5553,-19.1284,15.6876,45.8095,0.1500,4514.7926
Gl-204.2,-51.7521,-25.8182,20.6903,61.4244,0.0048,3748.9340
Gl-469.1,12.6587,-30.8016,-55.6392,64.8436,0.0871,5601.6978
NN-3830,35.2495,-13.6158,-51.5960,63.9536,0.5152,5468.4090
GJ-1097,-27.2638,-23.0023,-4.2313,35.9211,0.0028,3793.5065
Gl-147.1,-50.0231,-8.6006,47.5410,69.5444,0.9120,6212.8660
GJ-1185,42.0374,-7.1586,-48.5084,64.5868,0.0017,3607.9005
Wo-9087,-38.5051,4.1342,55.8351,67.9507,0.2168,4866.0844
Gl-458.1AB,9.0061,-35.6797,-59.7147,70.1427,0.4285,5567.7287
Gl-200A,-34.4630,-15.9522,15.2511,40.9239,0.1138,4648.7071
Gl-701,23.2210,10.7670,-4.0009,25.9065,0.0097,3763.6701
Gl-711,52.7470,26.7683,-5.5507,59.4104,14.3219,4891.5725
Gl-634.1,61.5125,15.2818,-32.4687,71.2147,0.5395,5815.2137
Gl-234A,-11.2436,-7.2783,1.4525,13.4723,0.0005,3502.7445
Gl-348A,-21.6328,-32.3524,-25.1359,46.3300,2.9923,6624.7125
Gl-348B,-21.6403,-32.3418,-25.1431,46.3300,0.2355,5078.2300
Gl-493,16.6245,-21.7547,-47.5965,54.9097,0.0302,4308.7270
Gl-381,-9.0219,-18.8066,-18.3871,27.8059,0.0035,3691.1685
Gl-536,17.4812,-8.1261,-28.3664,34.2969,0.0127,3854.6801
NN-4262,19.2358,31.5302,36.2790,51.7720,0.0032,3705.4360
NN-3305,-39.0957,-13.1825,24.4624,47.9652,0.0110,3870.2956
GJ-1052,-41.0224,2.8631,54.6308,68.3781,0.0003,7100.6678
GJ-1286,1.4136,11.9524,20.2220,23.5327,0.0001,3211.4015
Gl-512B,15.5219,-12.4939,-33.4345,38.9216,0.0004,3541.4261
Gl-512A,15.5219,-12.4939,-33.4345,38.9216,0.0037,3763.6701
NN-3244,-31.6684,-4.9359,29.3938,43.4884,0.2535,4840.8754
Gl-631,29.3026,7.1570,-16.3220,34.2969,0.4831,5221.1002
NN-3788,28.4580,-21.6371,-59.4798,69.3965,0.4487,5341.7087
NN-3796,26.7077,-17.9696,-52.4499,61.5403,0.0046,3677.0146
Gl-550.2A,43.0334,-11.3552,-58.0284,73.1308,5.1050,5534.1967
Gl-710,40.0900,20.9414,-4.8572,45.4900,0.0231,4000.1321
NN-4239,18.0840,27.2631,28.6519,43.4884,0.0002,3440.1812
Gl-660A,33.6814,11.7717,-13.7505,38.2372,0.0018,3649.0419
Gl-715,56.8864,31.3368,-4.5027,65.1025,0.2089,4514.7926
Gl-44,-11.8363,16.0629,42.1065,46.5948,0.0291,5106.1369
NN-3223,-36.8393,-3.2445,37.4144,52.6070,0.0001,5280.6719
NN-4001,56.5082,20.7734,-21.5721,63.9536,0.0194,3886.0435
Gl-454.1,5.1042,-35.5374,-59.0439,69.1024,0.0166,4471.9379
GJ-1176,31.9722,-19.9377,-61.9171,72.4807,0.0832,4328.4424
NN-4136,48.2270,41.1841,20.2186,66.5639,0.0014,3621.5071
Gl-482A,7.4064,-14.0201,-28.9934,33.0459,4.7424,7100.6678
Wo-9779,23.9413,45.3630,52.8187,73.6260,24.210310795.0739
Gl-580A,38.8453,-0.6656,-39.4598,55.3758,0.2884,5372.7941
NN-4236,26.8567,40.7236,41.3566,63.9536,0.0008,7725.9297
Gl-128A,-41.4509,-1.0851,45.0037,61.1939,3.0761,6087.5470
Gl-157B,-36.9151,-7.0081,29.8131,47.9652,0.0043,3839.1950
Gl-157A,-36.9151,-7.0081,29.8131,47.9652,0.1148,4493.2579
GJ-2070,-31.5563,-33.1423,-18.6546,49.4187,0.0017,3621.5071
NN-3843,30.8984,-8.8773,-44.9730,55.2819,0.0014,3567.7091
Gl-678A,56.9679,23.4833,-19.3557,64.5868,1.3804,5534.1967
GJ-1226,45.9468,24.9626,-5.7670,52.6070,0.0018,3567.7091
Gl-772,28.2167,23.3174,9.7549,37.8819,0.0005,7591.3840
Gl-864,13.2962,30.2175,36.9755,49.5689,0.0200,3886.0435
Gl-293.1A,-44.7813,-39.5211,-15.3052,61.6566,0.1854,4648.7071
NN-4211,28.7548,40.7248,38.0646,62.7237,0.0029,3705.4360
Gl-488,9.8798,-15.4756,-34.6903,39.2495,0.0506,3950.3928
Gl-740.1,49.9757,33.1905,2.9751,60.0669,0.1259,5501.0930
NN-3840,30.6105,-9.1129,-46.2853,56.2351,0.0020,3662.9729
Gl-456,4.2963,-22.8305,-41.0890,47.2016,0.0058,3934.0981
GJ-1173,27.6361,-18.8302,-59.1521,67.9507,0.0291,3886.0435
GJ-1183A,30.2147,-6.9645,-42.7084,52.7772,0.0006,3581.0028
GJ-1183B,30.2165,-6.9609,-42.7077,52.7772,0.0006,3541.4261
NN-4164,41.5068,44.6504,30.0137,67.9507,0.0022,3748.9340
Gl-159,-46.4417,-8.8057,35.4537,59.0876,2.2909,6388.8889
NN-4159,40.8107,42.8830,27.4015,65.2327,0.0087,3823.8388
GJ-1086,-31.4773,-15.4291,8.3674,36.0401,0.0002,6481.0089
GJ-1263,17.3706,26.1201,24.6146,39.8733,0.0011,3635.2204
Gl-402.1,-14.0355,-42.1343,-53.7106,69.6930,0.0316,4996.4158
Gl-522,28.9716,-17.4139,-58.9466,67.9507,0.0479,4121.4374
Gl-641,45.9465,15.2839,-23.7013,53.9113,0.5248,5404.2676
GJ-1103A,-21.3724,-17.9004,-6.6526,28.6611,0.0003,3541.4261
NN-3555,-28.1155,-36.6026,-30.4279,55.2819,0.0060,3778.5271
Gl-825.3,35.9843,45.7831,36.3875,68.6660,0.1995,4791.2762
Gl-899,1.9462,25.0070,38.5638,46.0033,0.0059,3870.2956
GJ-2041,-60.5538,-24.7267,23.1882,69.3965,0.1169,4493.2579
NN-3650,-8.1731,-37.2399,-52.9310,65.2327,0.0288,3854.6801
GJ-1125,-16.1928,-21.8209,-18.9828,33.1467,0.0019,3662.9729
Gl-147,-40.8594,-3.6603,36.4991,54.9097,5.0582,6087.5470
NN-3093A,-17.1796,14.7095,41.3528,47.1334,0.0005,3440.1812
Gl-761.2,56.7917,44.6680,11.2956,73.1308,0.0294,3870.2956
Gl-461AB,6.5992,-23.0339,-45.8936,51.7720,0.0200,3839.1950
GJ-1154AB,2.8712,-12.6153,-24.3732,27.5942,0.0002,3427.9447
Gl-654.1,54.7185,20.7569,-25.7895,63.9536,1.3932,6046.9729
NN-3967,30.4458,9.4396,-17.8320,36.5245,0.0004,3515.5408
Gl-447,0.0114,-5.4862,-9.3403,10.8324,0.0003,3452.5084
Gl-393,-7.0520,-14.7654,-17.4851,23.9474,0.0065,3763.6701
Wo-9381,1.9167,-33.3383,-59.1793,67.9507,0.0095,3886.0435
GJ-1099,-37.6315,-28.3254,-8.2904,47.8245,0.0032,3839.1950
NN-3952,58.2371,15.3693,-39.4503,72.0007,6.5464,7216.7630
Gl-547,30.6953,-6.9912,-46.7144,56.3322,0.8091,5852.5094
GJ-2066,-20.1389,-17.9689,-9.4933,28.6108,0.0061,3748.9340
Gl-846,12.1920,21.9993,21.3309,32.9791,0.0189,3823.8388
Gl-708.3,44.2169,25.8177,-7.6585,51.7720,0.0021,3635.2204
Gl-328,-30.7198,-32.5886,-23.8186,50.7252,0.0213,3950.3928
NN-3917,53.1188,8.8573,-46.1245,70.9051,0.4406,5250.7064
Gl-900,1.5079,31.2939,46.2345,55.8499,0.0384,4034.0241
NN-4056,38.4257,23.3743,-5.4074,45.3005,0.0032,3705.4360
Gl-449,0.1405,-16.1282,-28.8043,33.0125,3.4674,6170.4797
Gl-182,-46.6364,-14.8268,21.5451,53.4694,0.0215,3966.8287
Gl-31.4,-15.3212,26.9127,55.9556,63.9536,0.2089,4742.7382
NN-4203A,21.9021,32.5644,26.8413,47.5457,0.0008,3541.4261
NN-4006,37.8974,17.2905,-14.9457,44.2555,0.0072,5706.3189
NN-3527,-39.3705,-42.4938,-32.7872,66.5639,0.0066,3793.5065
Gl-207.1,-43.7795,-17.7027,13.7885,49.1951,0.0048,3691.1685
Gl-123,-35.3182,2.1548,37.1212,51.2835,0.0497,3983.4078
NN-4129,36.9508,33.9600,12.3776,51.6899,0.0036,3719.8185
Gl-673,21.5922,9.9663,-8.6441,25.3036,0.0511,4017.0035
Gl-748.2A,56.1867,43.1847,5.2530,71.0596,0.0344,4328.4424
Gl-748.2B,56.1867,43.1847,5.2530,71.0596,0.0141,4017.0035
NN-3313,-53.2026,-14.7639,27.1793,61.5403,0.0087,3823.8388
Gl-281,-36.6892,-27.1335,-9.4203,46.5948,0.0254,3886.0435
NN-3307,-50.9108,-13.1418,27.4256,59.3024,0.0092,3839.1950
Gl-908,-0.6214,10.0031,15.3522,18.3341,0.0070,3823.8388
Gl-702B,13.9286,8.0113,-3.2328,16.3901,0.0879,4409.2340
Gl-702A,13.9286,8.0113,-3.2328,16.3901,0.4571,5106.1369
Gl-596.1A,47.2422,8.0764,-43.1037,64.4592,1.5417,5670.9835
NN-3410,-51.6126,-30.0759,-0.2595,59.7369,0.0002,7337.0793
NN-3867,43.4711,-2.6312,-57.9379,72.4807,0.3311,4996.4158
NN-3379,-15.6744,-7.1634,3.0838,17.5074,0.0007,3541.4261
NN-3781A,22.6067,-17.7723,-60.0320,66.5639,0.5445,5372.7941
NN-3782B,22.6134,-17.7651,-60.0316,66.5639,0.4130,5191.8465
Gl-155.1,-53.3466,-4.5787,41.8386,67.9507,0.0145,3793.5065
NN-3809AB,20.3657,-9.5393,-42.3663,47.9652,0.0063,3691.1685
Gl-748,25.8586,20.1127,1.8758,32.8132,0.0032,3778.5271
GJ-1058,-40.2470,0.5158,37.3495,54.9097,0.0003,3440.1812
GJ-1211,47.6606,20.5368,-23.3844,56.9220,0.0003,6576.0503
Gl-378.2,-23.9862,-37.3132,-42.6566,61.5403,0.0325,3966.8287
GJ-1155B,6.6547,-29.8333,-63.9783,70.9051,0.0004,6988.5648
GJ-1155A,6.6547,-29.8333,-63.9783,70.9051,0.0020,3621.5071
GJ-1080,-55.9192,-20.7633,18.1986,62.3639,0.0024,3649.0419
Gl-429B,-5.2389,-27.7156,-46.0485,54.0006,0.2208,4742.7382
Gl-429A,-5.2453,-27.7122,-46.0498,54.0006,0.5970,5280.6719
NN-3637,-8.7785,-24.9807,-36.8340,45.3635,0.0004,3477.4388
Gl-730,45.0479,32.1619,-1.6669,55.3758,0.0127,3839.1950
Gl-760,34.4574,28.5225,4.8043,44.9880,10.0000,7337.0793
NN-3570,-27.2253,-37.9166,-40.6393,61.8906,0.0184,3950.3928
NN-3892,27.2827,1.4333,-31.6570,41.8158,0.0038,3793.5065
NN-3158,-43.0882,12.1496,56.7977,72.3200,0.0000,3108.3642
Gl-106.1A,-44.4316,8.7034,52.7874,69.5444,24.4343,9125.4585
NN-3962,54.6538,18.8374,-35.7129,67.9507,0.0087,3823.8388
Gl-775,32.0507,31.2761,11.3527,46.1988,0.1820,4429.9292
Gl-889.1,6.0866,33.1885,41.1405,53.2077,0.0100,3763.6701
NN-4149,40.3273,45.5723,23.4984,65.2327,0.0055,3901.9253
Gl-137,-22.7876,0.7080,21.3167,31.2118,0.9376,5670.9835
NN-3553,-29.1890,-33.2114,-30.3780,53.6453,0.0011,3649.0419
